-8.83,0.10399999999999998,475,[],362
-8.637,0.049000000000000044,476,[],363
-8.538,0.07300000000000006,477,[],364
-8.439,0.06000000000000005,478,[],365
-8.34,0.06399999999999995,479,[],366
-8.236,0.05799999999999994,480,[],367
-8.138,0.04299999999999993,481,[],368
-8.040000000000001,0.06499999999999995,482,[],369
-7.938000000000001,0.08800000000000008,483,[],370
0.14400000000000013,1.0840000000000005,1,[],1
1.2880000000000003,0.37600000000000033,2,[],2
1.7119999999999997,0.5040000000000004,3,[],3
2.2880000000000003,0.3959999999999999,4,[],4
2.6879999999999997,0.5280000000000005,5,[],5
3.284,0.45999999999999996,6,[],6
3.792,0.24399999999999977,7,[],7
4.112,0.29600000000000026,8,[],8
4.492,0.3120000000000003,9,[],9
4.896,0.5120000000000005,10,[],10
5.512,0.3760000000000012,11,[],11
6.012,0.516,12,[],12
6.588,0.2560000000000002,13,[],13
6.888000000000001,0.28800000000000026,14,[],14
7.2,0.47600000000000087,15,[],15
7.691999999999999,0.46799999999999997,16,[],16
8.212,0.4320000000000004,17,[],17
8.696000000000002,0.24399999999999977,18,[],18
8.992,0.3279999999999994,19,[],19
9.392,0.3719999999999999,20,[],20
9.788,0.3520000000000003,21,[],21
10.192,0.2920000000000016,22,[],22
10.484000000000002,0.4039999999999999,23,1,[],2,2,0,337,346,278,283,0.60558933
10.484000000000002,0.4039999999999999,23,1,[],2,2,1,342,358,278,284,0.676194
10.984000000000002,0.29999999999999893,24,[],23
11.388000000000002,0.4559999999999995,25,[],24
11.899999999999999,0.36400000000000077,26,[],25
12.3,0.33999999999999986,27,[],26
12.708000000000002,0.34399999999999764,28,[],27
13.092000000000002,0.39199999999999946,29,[],28
13.600000000000001,0.38400000000000034,30,[],29
14.076,0.4039999999999999,31,[],30
14.608,0.35999999999999943,32,[],31
14.988,0.5640000000000001,33,[],32
15.584,0.36799999999999855,34,[],33
16.024,0.2839999999999989,35,[],34
16.424,0.4640000000000022,36,[],35
16.992,0.23600000000000065,37,[],36
17.288,0.4720000000000013,38,[],37
17.808,0.28000000000000114,39,[],38
18.216,0.36799999999999855,40,[],39
18.688000000000002,0.28800000000000026,41,[],40
19.032,0.3880000000000017,42,[],41
19.488,0.48400000000000176,43,[],42
20.0,0.4559999999999995,44,[],43
20.5,0.21199999999999974,45,[],44
20.8,0.45200000000000173,46,[],45
21.28,0.32399999999999807,47,[],46
21.696,0.3760000000000012,48,[],47
22.1,0.46000000000000085,49,[],48
22.580000000000002,0.3719999999999999,50,[],49
22.98,0.5760000000000005,51,[],50
23.576,0.3359999999999985,52,[],51
24.008000000000003,0.24399999999999977,53,[],52
24.308,0.1960000000000015,54,[],53
24.588,0.3960000000000008,55,[],54
25.1,0.3440000000000012,56,[],55
25.492,0.38400000000000034,57,[],56
25.996000000000002,0.29999999999999716,58,[],57
26.408,0.45200000000000173,59,[],58
26.888,0.49599999999999866,60,[],59
27.48,0.5480000000000018,61,[],60
28.088,0.4239999999999995,62,[],61
28.596,0.30799999999999983,63,[],62
28.98,0.4399999999999977,64,[],63
29.504,0.5679999999999978,65,[],64
30.108,0.6240000000000023,66,[],65
30.779999999999998,0.35200000000000387,67,[],66
31.188,0.4199999999999946,68,[],67
31.688,0.4200000000000017,69,[],68
32.215999999999994,0.6120000000000019,70,[],69
32.888,0.2560000000000002,71,[],70
33.199999999999996,0.5399999999999991,72,[],71
33.779999999999994,0.3120000000000047,73,[],72
34.187999999999995,0.5279999999999987,74,[],73
34.796,0.3399999999999963,75,[],74
35.192,0.4759999999999991,76,[],75
35.699999999999996,0.5119999999999933,77,[],76
36.296,0.5,78,[],77
36.907999999999994,0.46400000000000574,79,[],78
37.388,0.38400000000000034,80,[],79
37.815999999999995,0.28000000000000114,81,[],80
38.18,0.33200000000000074,82,[],81
38.608,0.4519999999999982,83,[],82
39.083999999999996,0.480000000000004,84,[],83
39.588,0.4439999999999955,85,[],84
40.071999999999996,0.4239999999999995,86,[],85
40.588,0.4479999999999933,87,[],86
41.092,0.27199999999999847,88,[],87
41.412,0.30799999999999983,89,[],88
41.791999999999994,0.4519999999999982,90,[],89
42.324,0.6559999999999988,91,2,[],3,1,0,168,179,61,66,0.6728812
42.988,0.3359999999999985,92,3,[],4,1,0,158,172,54,62,0.79074484
43.379999999999995,0.5799999999999983,93,[],90
43.992,0.35999999999999943,94,[],91
44.396,0.3719999999999999,95,[],92
44.784,0.3680000000000021,96,4,[],5,1,0,131,143,102,110,0.65409756
45.18,0.6640000000000015,97,5,[],6,1,0,127,138,111,119,0.85429436
45.903999999999996,0.4440000000000026,98,[],93
46.376,0.7880000000000038,99,[],94
47.184,0.42799999999999727,100,[],95
47.687999999999995,0.5760000000000005,101,[],96
48.327999999999996,0.568000000000005,102,6,[],7,1,0,221,231,182,191,0.66932726
48.983999999999995,0.6120000000000019,103,7,[],8,1,0,273,287,209,223,0.6974462
49.711999999999996,0.3760000000000048,104,8,[],9,1,0,318,337,206,227,0.9036689
50.187999999999995,0.5519999999999996,105,9,[],10,1,0,367,385,222,240,0.8544112
50.812,0.7640000000000029,106,[],97
51.588,0.48399999999999466,107,[],98
52.123999999999995,0.48799999999999955,108,10,[],11,1,0,592,623,254,276,0.94295263
52.715999999999994,0.46400000000000574,109,[],99
53.187999999999995,0.4280000000000044,110,[],100
53.687999999999995,0.30400000000000205,111,[],101
54.108,0.3999999999999986,112,[],102
54.599999999999994,0.3640000000000043,113,[],103
54.983999999999995,0.38400000000000034,114,[],104
55.4,0.347999999999999,115,[],105
55.791999999999994,0.40800000000000125,116,[],106
56.312,0.23199999999999932,117,[],107
56.596,0.3640000000000043,118,[],108
56.992,0.3719999999999999,119,[],109
57.384,0.23199999999999932,120,[],110
57.704,0.4239999999999995,121,[],111
58.196,0.45999999999999375,122,[],112
58.696,0.42799999999999727,123,[],113
59.196,0.3879999999999981,124,[],114
59.704,0.5399999999999991,125,[],115
60.279999999999994,0.38000000000000256,126,[],116
60.688,0.2920000000000016,127,[],117
60.988,0.43200000000000216,128,[],118
61.519999999999996,0.48799999999999955,129,[],119
62.099999999999994,0.33200000000000784,130,[],120
62.507999999999996,0.4719999999999942,131,[],121
63.099999999999994,0.3960000000000008,132,[],122
63.57599999999999,0.367999999999995,133,[],123
63.988,0.35599999999999454,134,[],124
64.392,0.5120000000000005,135,11,[],12,1,0,552,560,118,124,0.68945616
64.992,0.5480000000000018,136,12,[],13,1,0,537,543,114,120,0.7962847
65.6,0.4440000000000026,137,[],125
66.084,0.3119999999999976,138,[],126
66.484,0.23199999999999932,139,[],127
66.788,0.4719999999999942,140,[],128
67.3,0.30400000000000205,141,[],129
67.692,0.6720000000000113,142,13,[],14,1,0,468,473,92,96,0.7838373
68.432,0.5039999999999907,143,14,[],15,1,0,445,452,87,92,0.8770001
68.992,0.27200000000000557,144,15,[],16,1,0,442,448,86,91,0.62059796
