-79.86176086130826,43.86331952135708,7.4719999999999995,0.18069818133404514,13.765699096759853,-0.035100504755973816,-0.009342593140900135,0.00907420739531517,-0.03532133251428604,0.0,0.0,0.0,1.0,0.2,1.3261338653287997
-79.8621965852314,43.86386061418499,7.52,0.1806981452667956,13.765738311912937,-0.035100504755973816,-0.009589819237589836,0.008838420733809471,-0.03548985347151756,0.0,0.0,0.0,1.0,0.2,1.3261335947823856
-79.8624112364584,43.86412641364779,7.572,0.093362711382648,13.765757630523366,-0.035650648176670074,-0.009855618700385094,0.008623769506812096,-0.035650648176670074,0.0,0.0,0.0,1.0,0.2,1.3261334618826544
-81.06228311792573,41.15542463523968,7.62,0.09479293234984544,13.467378438486397,-0.035650648176670074,-0.010271582752466202,0.08088108152151108,-0.03742050752043724,0.0,0.0,0.0,1.0,0.2,1.346569750674089
-80.94995262906512,41.155182282754026,7.672,0.18586569689676402,13.457268694488942,-0.03986366465687752,-0.010029230266809464,0.19321157038211823,-0.03986366465687752,0.0,0.0,0.0,1.0,0.2,1.3465698718503318
-80.57411823854407,41.15322357447519,7.72,0.18586582898420184,13.423443599342049,-0.03986366465687752,-0.008070521987974644,0.5690459609031677,-0.04511791095137596,0.0,0.0,0.0,1.0,0.2,1.3465708512044712
-79.51158959020292,42.72226755021993,7.772,0.4311,13.56547616191453,-0.04575938731431961,-0.008415047079324722,0.8996012806892395,-0.04575938731431961,0.0,0.0,0.0,1.0,0.2,1.3348068770261141
-80.08775875186123,39.99231010095515,7.82,0.4311,13.208580977111247,-0.04575938731431961,-0.01501732412725687,1.5617444515228271,-0.03570821136236191,0.0,0.0,0.0,1.0,0.2,1.3547467564082805
-78.99146872209482,41.55229308486042,7.872,0.4311,13.348926661769234,-0.023063579574227333,-0.022269507870078087,1.9463328123092651,-0.023063579574227333,0.0,0.0,0.0,1.0,0.2,1.3432847495924618
-78.19748650022429,41.549107107790086,7.92,0.4311,13.277468261800884,-0.023063579574227333,-0.04679505154490471,2.7399425506591797,0.04292039945721626,0.0,0.0,0.0,1.0,0.2,1.3432863425809969
-75.47202206815473,46.0900254604942,7.9719999999999995,0.4311,13.737519492220388,0.09881278872489929,-0.06630785763263702,3.1699588298797607,0.09881278872489929,0.0,0.0,0.0,0.9522573927067729,0.2,1.3064904476432337
-75.77417044303523,43.39204593269387,8.02,0.4311,13.363693204129124,0.09881278872489929,-0.13286244869232178,4.2119622230529785,0.27834489941596985,0.0,0.0,0.0,0.8774921350885201,0.2,1.3280292460876888
-73.71572498861526,46.339800485975736,8.072,0.4311,13.6454940001282,0.38001611828804016,-0.173658087849617,4.702480316162109,0.38001611828804016,0.0,0.0,0.0,0.4116853578528112,0.2,1.3028948596580259
-72.69342899631847,46.318404730727906,8.12,0.4311,13.553487360821489,0.38001611828804016,-0.2770083546638489,5.71976375579834,0.6161194443702698,0.0,0.0,0.0,0.37270249780419273,0.2,1.3029055575356496
-69.6346209290296,50.55347426903453,8.172,0.4311,13.962594867498984,0.7461860179901123,-0.3386944830417633,6.238291263580322,0.7461860179901123,0.0,0.0,0.0,0.05,0.2,1.262277546026251
-69.97407959951822,47.88959055186955,8.22,0.4311,13.600500409413161,0.7461860179901123,-0.49663928151130676,7.400357723236084,1.0534615516662598,0.0,0.0,0.0,0.05,0.2,1.2862789512233224
-68.60936971772661,49.25680204200819,8.272,0.4311,13.70522983665342,1.193668246269226,-0.5743933916091919,7.911656379699707,1.193668246269226,0.0,0.0,0.0,0.05,0.2,1.2726505906611087
